-0.76827,-1.8413,-0.0018541,-0.49382,1.0022,-0.088749,-0.28977,-0.31228
-0.78417,-1.4202,-0.12649,-0.086643,0.92351,-0.088177,-0.42602,0.34674
-0.75796,-1.4554,0.17125,0.27633,0.89967,-0.090154,-0.5728,-0.19161
-0.76551,-0.89558,0.32589,0.4953,0.94717,-0.087959,-0.62929,0.17713
-0.77902,-1.5419,0.37262,0.34649,0.86797,-0.096584,-0.7178,0.054129
-0.75718,-1.098,0.56951,0.17921,0.90126,-0.089345,-0.64079,-0.11142
-0.78884,-1.515,0.23937,0.05012,0.74228,-0.094967,-0.76111,0.31325
-0.76539,-1.2475,0.42724,0.00011127,0.81907,-0.085642,-0.66043,-0.2939
-0.77733,-1.4173,0.22754,-0.16884,0.72237,-0.087221,-0.73317,0.39931
-0.76952,-1.3509,0.50137,-0.27668,0.73366,-0.080579,-0.65012,-0.29127
-0.78066,-0.93924,0.51065,-0.36126,0.70448,-0.082723,-0.63037,0.32438
-0.77829,-1.2536,0.56644,-0.41171,0.66061,-0.079867,-0.61845,-0.092677
-0.77496,-0.77266,0.50447,-0.43066,0.74155,-0.10166,-0.46341,0.098302
-0.77925,-1.4388,0.14739,-0.23714,0.64186,-0.12372,-0.55819,0.18419
-0.78066,-0.8159,0.11567,0.036625,0.77968,-0.11479,-0.45059,-0.18122
-0.76972,-1.6285,-0.21107,-0.031611,0.64347,-0.12482,-0.58946,0.42377
-0.78338,-1.2557,-0.016385,-0.13024,0.75118,-0.11882,-0.43873,-0.31544
-0.77131,-1.3928,-0.23951,-0.28998,0.63233,-0.12275,-0.51535,0.52789
-0.77869,-1.4517,-0.050587,-0.3582,0.71497,-0.11947,-0.45781,-0.25895
-0.7801,-1.1803,-0.14092,-0.43648,0.69257,-0.11777,-0.43232,0.39301
-0.76923,-1.9618,0.03732,-0.46599,0.60199,-0.11992,-0.48258,0.045002
-0.7865,-1.3464,0.11895,-0.43174,0.69441,-0.11477,-0.34257,0.06844
-0.76796,-2.4301,-0.13809,-0.3677,0.51692,-0.11767,-0.4793,0.48732
-0.77914,-1.3778,0.16378,-0.23655,0.67996,-0.1091,-0.25699,-0.2838
-0.77856,-2.1207,-0.1608,-0.077574,0.52287,-0.11226,-0.33583,0.6983
-0.77022,-1.3994,0.27003,0.04159,0.64788,-0.10625,-0.17112,-0.37178
-0.78592,-1.5059,0.12733,0.015501,0.54884,-0.10845,-0.20996,0.64761
-0.76177,-1.5069,0.48624,-0.10426,0.59676,-0.10667,-0.13713,-0.15564
-0.78427,-1.022,0.62563,-0.17546,0.66381,-0.10051,0.04146,0.32116
-0.77251,-1.6956,0.66846,-0.13075,0.60799,-0.098792,-0.0061323,0.13496
-0.77408,-0.9815,0.90945,-0.012908,0.71103,-0.087439,0.013564,-0.016597
-0.7794,-1.8358,0.69741,-0.12966,0.66491,-0.093395,-0.09792,0.34489
-0.76882,-0.71649,1.1351,-0.2534,0.74257,-0.083602,-0.059838,-0.34319
-0.78323,-0.81341,0.90953,-0.44385,0.66173,-0.078423,-0.16151,0.47525
-0.77546,-0.47017,1.1868,-0.46031,0.66334,-0.078102,-0.18302,-0.33012
-0.77533,-0.34006,1.0736,-0.27409,0.60446,-0.077678,-0.2458,0.33236
-0.78271,-0.64581,1.1141,-0.17334,0.54081,-0.081644,-0.30521,-0.17506
-0.77539,-0.22564,1.008,-0.026653,0.52565,-0.079347,-0.33164,0.11843
-0.77869,-0.58329,0.8148,0.0051404,0.44849,-0.080181,-0.39039,0.06917
-0.77708,-0.091323,0.9182,0.086737,0.45471,-0.074162,-0.33094,-0.12685
