-0.67746,0.40269,0.19013,0.55206,0.25543,0.049311,-0.40518,-0.2544
-0.6401,-0.2592,-0.58685,0.3424,0.21995,0.040096,-0.52587,0.40474
-0.66102,0.043776,0.063022,0.28077,0.24635,0.040827,-0.54746,-0.32766
-0.67378,-0.43733,-0.58665,0.012919,0.22237,0.035879,-0.71511,0.37892
-0.6449,-0.33553,-0.14027,-0.13196,0.24429,0.035879,-0.62387,-0.13768
-0.68711,-0.058886,-0.19762,-0.15157,0.24754,0.037054,-0.57295,0.12079
-0.63838,-0.40503,-0.15561,-0.038734,0.27739,0.038421,-0.51259,0.080974
-0.68426,0.20155,0.39665,0.15935,0.32753,0.046539,-0.21786,-0.12161
-0.65055,-0.59802,-0.38401,0.26436,0.30186,0.043612,-0.21128,0.28325
-0.59738,-0.0055254,0.19294,0.58738,0.36649,0.052956,0.26579,-0.27373
-0.63702,-0.61431,-0.84056,0.48052,0.32635,0.051108,0.20538,0.37792
-0.64882,-0.45313,-0.057974,0.55815,0.37361,0.058302,0.24316,-0.28434
-0.71801,-0.29054,-0.35728,0.36505,0.35649,0.057981,0.06718,0.26996
-0.66948,-0.2975,0.06378,0.31002,0.34344,0.056293,-0.028596,-0.15927
-0.69126,-0.0021731,0.22987,0.14879,0.34988,0.058392,0.030305,0.065251
-0.68213,-0.29132,-0.038465,0.012154,0.33378,0.050858,0.0061142,0.086012
-0.65319,0.15031,0.29638,0.0059497,0.35204,0.053162,0.062325,-0.15471
-0.6698,-0.29281,-0.77467,-0.056571,0.33288,0.05089,-0.11594,0.24078
-0.66906,0.54406,0.16245,0.019309,0.34861,0.051172,-0.1659,-0.24238
-0.68062,-0.029345,-0.50161,0.080539,0.37039,0.083561,-0.3556,0.26412
-0.70874,-0.67714,0.13843,0.087745,0.377,0.093508,-0.35336,-0.24175
-0.63619,-0.2457,-0.26176,0.068091,0.36908,0.083112,-0.36006,0.1803
-0.69724,-0.57552,-0.21659,0.068515,0.36017,0.084967,-0.49563,-0.069069
-0.69876,-0.071068,-0.025154,0.14438,0.37412,0.088811,-0.45777,-0.0068374
-0.6526,-0.58504,-0.4924,0.13101,0.35216,0.085743,-0.49033,0.2299
-0.74513,-0.22182,0.28718,0.095517,0.37534,0.090139,-0.27261,-0.23749
-0.63159,-0.60133,-0.46854,-0.10721,0.34428,0.086436,-0.27026,0.36217
-0.72994,-0.44899,0.23412,-0.057342,0.3514,0.084639,-0.070415,-0.29254
-0.69766,-0.62737,-0.63132,0.033228,0.33421,0.085313,0.075361,0.33382
-0.65861,-0.60018,-0.30822,0.26139,0.32824,0.082445,0.24551,-0.16851
-0.75785,-0.1401,-0.45801,0.40996,0.33683,0.085358,0.25466,0.14705
-0.64982,-0.44801,-0.41216,0.29981,0.31919,0.080449,-0.029168,0.044199
-0.73107,0.28617,0.16048,0.1052,0.34458,0.085133,-0.081776,-0.089294
-0.71808,-0.49579,-0.49049,-0.1117,0.32384,0.079627,-0.28116,0.2262
-0.66172,-0.15934,0.20362,0.028719,0.35051,0.081488,-0.37923,-0.25134
-0.7687,-0.41377,-0.81537,-0.0095809,0.33536,0.077818,-0.56941,0.3117
-0.6584,-0.17359,-0.023882,0.17702,0.3513,0.080359,-0.51217,-0.27322
-0.72768,-0.071845,-0.4865,0.032078,0.35127,0.082996,-0.60077,0.26373
-0.73044,-0.42295,-0.13533,0.0063351,0.35541,0.083086,-0.65167,-0.14719
-0.66039,0.2328,-0.023265,0.048283,0.37007,0.089947,-0.4258,0.075911
-0.76375,-0.37239,-0.42779,0.2315,0.349,0.086167,-0.23349,0.061357
-0.68536,0.1631,0.13982,0.3792,0.35397,0.082791,0.030903,-0.15946
-0.69455,-0.42105,-0.74923,0.34502,0.31405,0.063032,-0.026747,0.26896
-0.76899,-0.069302,0.23939,0.2588,0.33992,0.067408,-0.0040259,-0.28962
-0.63873,-0.24492,-0.41305,0.048039,0.33329,0.064418,-0.17302,0.29785
-0.77445,-0.12388,0.31349,0.067417,0.35028,0.068499,-0.21364,-0.25791
-0.69225,-0.049882,-0.076058,0.17858,0.34673,0.069847,-0.25683,0.20807
-0.68793,-0.45639,-0.00041511,0.30533,0.33242,0.065759,-0.24953,-0.070262
-0.786,0.4715,0.090691,0.29305,0.34159,0.067691,-0.067307,-0.02419
-0.63222,-0.26224,-0.50773,0.19753,0.32309,0.063173,-0.14099,0.15457
-0.77955,0.48633,0.23249,0.13777,0.3554,0.070842,-0.062369,-0.20178
-0.70191,0.0003122,-0.59373,0.08964,0.34132,0.068461,-0.15154,0.29084
